symbol,entry_time,exit_time,entry_price,size,notional,pnl,pnl_pct_of_notional,holding_hours,exit_reason,n_fills
COTIUSDT,2023-04-18 06:00:00,2023-04-18 12:00:00,0.1081,13786.764705882351,1512.7045036764703,-121.49230147058796,-0.0803146293114839,6.0,trail_stop,1
STORJUSDT,2023-07-02 11:00:00,2023-07-02 15:00:00,0.3584,4106.289493081653,1493.7695666352713,-119.98754715610151,-0.08032533921973956,4.0,trail_stop,1
STORJUSDT,2023-07-04 03:00:00,2023-07-04 05:00:00,0.3647,6687.355139363174,2475.461595615636,-148.32339837490127,-0.059917471003226745,2.0,trail_stop,1
STORJUSDT,2023-07-04 11:00:00,2023-07-07 12:00:00,0.3692,5428.437161265531,2034.2416849383226,-135.01760388038616,-0.06637244968484649,73.0,trail_stop,1
ONGUSDT,2023-07-11 17:00:00,2023-07-11 21:00:00,0.4173,2747.9671938178694,1163.9276106298998,-106.56767256309213,-0.09155867735229628,4.0,trail_stop,1
AMPUSDT,2023-07-25 15:00:00,2023-07-25 18:00:00,0.00292,212339.64091636654,629.332227747927,-88.91836256186406,-0.1412900192320668,3.0,trail_stop,1
ZENUSDT,2023-07-27 08:00:00,2023-07-29 00:00:00,9.85,184.9145680213531,1848.7296224354825,-126.70154629330618,-0.06853438423645308,40.0,trail_stop,1
PROMUSDT,2023-09-03 16:00:00,2023-09-03 17:00:00,6.439,156.32410056238163,1021.6694467739928,-99.67802722748911,-0.09756387209408177,1.0,stop,1
STORJUSDT,2023-09-13 15:00:00,2023-09-14 05:00:00,0.333,4000.5016390326696,1352.149551484847,-109.35392933017175,-0.08087413793103435,14.0,trail_stop,1
STORJUSDT,2023-09-15 10:00:00,2023-09-18 06:00:00,0.3546,4808.198649676324,1730.5620497928528,-120.46715226566633,-0.06961157635467978,68.0,trail_stop,1
STORJUSDT,2023-09-19 10:00:00,2023-09-20 02:00:00,0.42,2909.7462111469176,1240.4248098119308,-104.10239901554586,-0.0839247959183673,16.0,trail_stop,1
SPELLUSDT,2023-09-19 09:00:00,2023-09-21 10:00:00,0.0005642,2441305.40770972,1398.0452786952712,-109.08203202212243,-0.0780246775153974,49.0,trail_stop,1
STORJUSDT,2023-09-29 22:00:00,2023-09-30 02:00:00,0.45,3588.1432390968157,1638.8844244574705,-115.08219302177476,-0.07021983448275866,4.0,trail_stop,1
STORJUSDT,2023-10-01 04:00:00,2023-10-03 13:00:00,0.475,4000.4810883154396,1928.731944704081,-123.35882823850066,-0.06395851355976126,57.0,trail_stop,1
ONGUSDT,2023-10-23 00:00:00,2023-10-23 01:00:00,0.2751,4428.01244271966,1236.418416337061,-100.59192072220367,-0.08135750761478566,1.0,stop,1
ZENUSDT,2023-10-23 22:00:00,2023-10-24 15:00:00,8.82,233.74294556506757,2092.5369715821544,-118.41310568057237,-0.05658829797929016,17.0,trail_stop,1
GALAUSDT,2023-10-26 07:00:00,2023-10-26 11:00:00,0.02022,54609.848634969334,1120.774306490066,-95.30514824903646,-0.0850350937714695,4.0,trail_stop,1
ZENUSDT,2023-10-26 07:00:00,2023-10-26 11:00:00,9.38,216.54650060173077,2061.674268278898,-122.95771892338995,-0.05963974077536313,4.0,trail_stop,1
GALAUSDT,2023-10-29 18:00:00,2023-10-29 23:00:00,0.02145,63389.76146855399,1380.1060392529903,-101.83273745494841,-0.07378616900341034,5.0,trail_stop,1
SCRTUSDT,2023-11-02 08:00:00,2023-11-02 14:00:00,0.3054,6053.98239677799,1876.619517335638,-116.7110028229103,-0.06219215016404215,6.0,trail_stop,1
COTIUSDT,2023-11-01 20:00:00,2023-11-02 15:00:00,0.04806,37885.576843841634,1848.092535461754,-115.82526912618168,-0.06267287319422142,19.0,trail_stop,1
SCRTUSDT,2023-11-02 17:00:00,2023-11-03 08:00:00,0.3198,3382.431321817363,1097.9270597679504,-90.43109932015633,-0.08236530698065606,15.0,trail_stop,1
COTIUSDT,2023-11-03 19:00:00,2023-11-07 17:00:00,0.04944,36269.841792251034,1820.0786928820241,-112.52294693619126,-0.061823121921182174,94.0,trail_stop,1
MINAUSDT,2023-10-23 00:00:00,2023-11-14 18:00:00,0.4072,5126.718057625912,2118.91358696125,705.5507125984974,0.33297757725473504,546.0,trail_stop,1
AMPUSDT,2023-11-15 21:00:00,2023-11-15 23:00:00,0.00255,397424.01354587683,1028.6327030601155,-91.91172760919301,-0.08935330107215295,2.0,trail_stop,1
GALAUSDT,2023-11-17 22:00:00,2023-11-18 03:00:00,0.02643,42256.81736774109,1133.6003982748377,-94.53514364589506,-0.08339371068479047,5.0,trail_stop,1
SUPERUSDT,2023-11-18 13:00:00,2023-11-18 14:00:00,0.1477,8707.024214993311,1305.3178887028296,-99.24285094491913,-0.07602964136463534,1.0,stop,1
SUPERUSDT,2023-11-20 19:00:00,2023-11-20 20:00:00,0.1614,6213.167687782788,1017.8473437802638,-89.43768337137426,-0.08786944714047645,1.0,stop,1
ZENUSDT,2023-11-05 00:00:00,2023-11-21 22:00:00,9.52,196.15985636845642,1895.4534601171204,-98.94205958016106,-0.052199677629672536,406.0,trail_stop,1
SUPERUSDT,2023-11-21 05:00:00,2023-11-22 08:00:00,0.1678,3718.5988657868866,633.3406030242252,-76.64773137431796,-0.1210213446103442,27.0,trail_stop,1
SUPERUSDT,2023-11-23 06:00:00,2023-11-23 15:00:00,0.218,3168.886427047163,701.1794997127257,-77.48594808367294,-0.11050800560401301,9.0,trail_stop,1
SPELLUSDT,2023-11-23 20:00:00,2023-11-23 22:00:00,0.0005726,2242972.995871214,1303.5912324973951,-95.90120936892207,-0.07356693338999862,2.0,trail_stop,1
STORJUSDT,2023-11-08 07:00:00,2023-12-11 02:00:00,0.5814,1932.90528997403,1140.6480026247646,113.91689821549824,0.09987033506687612,787.0,trail_stop,1
SPELLUSDT,2023-11-24 14:00:00,2023-12-18 09:00:00,0.0005928,1094160.4030290814,658.3475612193739,-64.46859729015884,-0.09792486687541124,571.0,trail_stop,1
COTIUSDT,2023-12-14 03:00:00,2023-12-18 10:00:00,0.07039,15103.955662803175,1079.1149506912861,-88.93836550336633,-0.08241787906505418,103.0,trail_stop,1
STORJUSDT,2023-12-19 04:00:00,2023-12-19 08:00:00,1.128,858.474247423439,982.8843353600436,-84.76436925357577,-0.08624043155853679,4.0,trail_stop,1
PROMUSDT,2023-12-20 17:00:00,2023-12-20 20:00:00,5.32,338.3920187284408,1827.2492227298346,-94.53565226240524,-0.05173659459609614,3.0,trail_stop,1
STORJUSDT,2023-12-21 04:00:00,2023-12-21 12:00:00,1.1399,1246.1329379775668,1441.7739400406376,-97.88783133876032,-0.06789402181593134,8.0,trail_stop,1
PROMUSDT,2023-12-21 10:00:00,2023-12-22 16:00:00,5.379,330.13466643967496,1802.4312863406965,-86.58236354870034,-0.04803642957423371,30.0,trail_stop,1
SCRTUSDT,2023-12-24 00:00:00,2023-12-24 07:00:00,0.5179,2109.3446858963002,1108.8160570180792,-85.99741089518044,-0.07755786936063305,7.0,trail_stop,1
SCRTUSDT,2023-12-24 10:00:00,2023-12-24 20:00:00,0.5629,1256.2052765280494,717.7247194100034,-73.02458393544502,-0.10174455743348781,10.0,trail_stop,1
GALAUSDT,2023-12-25 16:00:00,2023-12-26 05:00:00,0.03526,35133.44092173174,1257.3872038037648,-89.49434705732627,-0.07117485114099609,13.0,trail_stop,1
COTIUSDT,2023-12-26 13:00:00,2023-12-26 17:00:00,0.07538,22102.14194842958,1691.050351973711,-99.57368372068358,-0.058882743263360585,4.0,trail_stop,1
COTIUSDT,2023-12-26 21:00:00,2023-12-28 13:00:00,0.07721,15675.891177271867,1228.4905911641183,-87.16621770787117,-0.07095391558943273,40.0,trail_stop,1
ONGUSDT,2023-10-28 07:00:00,2024-01-03 12:00:00,0.2809,6698.728950115435,1909.8980565187367,244.32068448777295,0.12792341646396985,1613.0,trail_stop,1
SUPERUSDT,2023-11-23 20:00:00,2024-01-03 12:00:00,0.2295,2464.950976238977,574.191842782548,654.7446190872664,1.14028895972182,976.0,trail_stop,1
PROMUSDT,2024-01-25 05:00:00,2024-01-25 06:00:00,7.637,91.97127517246588,712.9203979195037,-76.89462816368876,-0.10785864507185974,1.0,stop,1
PROMUSDT,2024-01-25 09:00:00,2024-01-26 05:00:00,7.996,57.96024907000498,470.4019038372162,-68.67597246274735,-0.14599424854052642,20.0,trail_stop,1
SUPERUSDT,2024-02-10 06:00:00,2024-02-10 07:00:00,0.8638,1169.2332606667148,1025.1334459223667,-85.64714925326116,-0.08354731727263068,1.0,stop,1
SUPERUSDT,2024-02-10 15:00:00,2024-02-10 23:00:00,0.932,699.3719894417239,661.5919145720819,-73.54609017137443,-0.11116534007061452,8.0,trail_stop,1
