time,equity
2023-01-15 00:00:00,10000.0
2023-01-19 09:15:00,10000.0
2023-01-23 18:30:00,9185.340267639122
2023-01-28 03:45:00,7930.4600415033565
2023-02-01 13:00:00,7005.353524006382
2023-02-05 22:15:00,5471.901563355625
2023-02-10 07:30:00,4815.6902912712685
2023-02-14 16:45:00,4361.259550436754
2023-02-19 02:00:00,3811.609870835117
2023-02-23 11:15:00,3291.8321125393027
2023-02-27 20:30:00,2969.048196687497
2023-03-04 05:45:00,2588.517876175593
2023-03-08 15:00:00,2351.0641629050133
2023-03-13 00:15:00,2244.395403970128
2023-03-17 09:30:00,1994.4708038089864
2023-03-21 18:45:00,1902.9196107130135
2023-03-26 05:15:00,1752.585484711925
2023-03-30 14:30:00,1466.7049847452895
2023-04-03 23:45:00,1224.475717074578
2023-04-08 09:00:00,1075.2331667285437
2023-04-12 18:15:00,938.1646278864112
2023-04-17 03:30:00,806.6555799144176
2023-04-21 12:45:00,758.9582096308866
2023-04-25 22:00:00,668.0085298007059
2023-04-30 07:15:00,579.7559008286814
2023-05-04 16:30:00,530.1544543777908
2023-05-09 01:45:00,474.0275670438116
2023-05-13 11:00:00,435.325323371607
2023-05-17 20:15:00,410.7426416367298
2023-05-22 05:30:00,389.24646821036026
2023-05-26 14:45:00,349.3446615703601
2023-05-31 00:00:00,314.41997237327246
2023-06-04 09:15:00,273.8691085241626
2023-06-08 18:30:00,262.5019999927589
2023-06-13 03:45:00,237.95656088861543
2023-06-17 13:00:00,207.74014141810397
2023-06-21 22:15:00,174.97178772959705
2023-06-26 07:30:00,144.64064066104288
2023-06-30 16:45:00,137.6754155402362
2023-07-05 02:00:00,118.03415619671392
2023-07-09 11:15:00,93.17137495348666
2023-07-13 20:30:00,83.04390433879982
2023-07-18 05:45:00,71.01787427287685
2023-07-22 15:00:00,62.47863514188965
2023-07-27 00:15:00,55.59978914752848
2023-07-31 09:30:00,46.30971655525884
2023-08-04 18:45:00,41.913628970117685
2023-08-09 04:00:00,36.13222664747975
2023-08-13 13:15:00,29.66515428452146
2023-08-17 22:30:00,26.22967570668124
2023-08-22 07:45:00,23.80719970718121
2023-08-26 17:00:00,21.749258752282103
2023-08-31 02:15:00,18.456989392253405
2023-09-04 11:30:00,17.6461318095891
2023-09-08 20:45:00,16.03855433542971
2023-09-13 06:00:00,13.408366872153042
2023-09-17 15:15:00,11.799034192973792
2023-09-22 00:30:00,10.272400815991125
2023-09-26 09:45:00,9.22087405270467
2023-09-30 19:00:00,7.881462125957958
2023-10-05 04:15:00,6.868368382830582
2023-10-09 13:30:00,5.6674183411334855
2023-10-13 22:45:00,4.966356341973288
2023-10-18 08:00:00,4.216620063654376
2023-10-22 17:15:00,3.669742437473846
2023-10-27 02:30:00,3.138221320065473
2023-10-31 11:45:00,2.8730847196945573
2023-11-04 21:00:00,2.673357101504601
2023-11-09 06:15:00,2.226679747977541
2023-11-13 15:30:00,1.9549413476340416
2023-11-18 00:45:00,1.7018771900377747
2023-11-22 10:00:00,1.5097904535354805
2023-11-26 19:15:00,1.407821153365977
2023-12-01 04:30:00,1.2372494037816633
2023-12-05 13:45:00,1.0992490986157968
2023-12-09 23:00:00,0.9297942160833228
2023-12-14 08:15:00,0.8376395135045641
2023-12-18 17:30:00,0.7633129120907088
2023-12-23 02:45:00,0.6398019856512676
2023-12-27 12:00:00,0.527735278235333
2023-12-31 21:15:00,0.4650663720071025
2024-01-05 06:30:00,0.4147970995825433
2024-01-09 15:45:00,0.3594609297911935
2024-01-14 01:00:00,0.2948683305115642
2024-01-18 10:15:00,0.2628132163405677
2024-01-22 19:30:00,0.240796318772743
2024-01-27 04:45:00,0.2038660018237083
2024-01-31 14:00:00,0.1720611251205834
2024-02-04 23:15:00,0.1500412637779717
2024-02-09 08:30:00,0.1397177930861268
2024-02-13 17:45:00,0.1212831355670694
2024-02-18 03:00:00,0.1007833976917851
2024-02-22 12:15:00,0.0883391242315317
2024-02-26 21:30:00,0.075396155434722
2024-03-02 06:45:00,0.063598604278855
2024-03-06 16:00:00,0.0501120384197443
2024-03-11 01:15:00,0.0407765731700936
2024-03-15 10:30:00,0.0359434397207602
2024-03-19 19:45:00,0.0340242728076929
2024-03-24 05:00:00,0.0323683887551678
2024-03-28 14:15:00,0.0291400826575783
2024-04-01 23:30:00,0.0261711821048137
2024-04-06 08:45:00,0.0245427957330807
2024-04-10 18:00:00,0.0230732080100612
2024-04-15 03:15:00,0.0202772338501811
2024-04-19 12:30:00,0.019283961917849
2024-04-23 21:45:00,0.0180659092105437
2024-04-28 07:00:00,0.014994222024844
2024-05-02 16:15:00,0.0135236476823716
2024-05-07 01:30:00,0.0112632917435132
2024-05-11 10:45:00,0.0105434029633538
2024-05-15 20:00:00,0.0100276433429111
2024-05-20 05:15:00,0.0085566341265564
2024-05-24 14:30:00,0.0078582129577157
2024-05-28 23:45:00,0.0067817744860075
2024-06-02 09:00:00,0.0057959808492319
2024-06-06 18:15:00,0.0051871606496389
2024-06-11 03:30:00,0.0049314515276199
2024-06-15 12:45:00,0.0043776270615512
2024-06-19 22:00:00,0.0039504583881413
2024-06-24 07:15:00,0.0036434277214121
2024-06-28 16:30:00,0.0031270867069774
2024-07-03 01:45:00,0.0027593697594927
2024-07-07 11:00:00,0.0025203935179554
2024-07-11 20:15:00,0.0020762537252655
2024-07-16 05:30:00,0.0017796054932783
2024-07-20 14:45:00,0.0015326887407777
2024-07-25 00:00:00,0.0014645748231892
2024-07-29 09:15:00,0.0012393461883483
2024-08-02 18:30:00,0.0011483380168931
2024-08-07 03:45:00,0.0010466365383054
2024-08-11 13:00:00,0.0008437979665481
2024-08-15 22:15:00,0.0007232713835233
2024-08-20 07:30:00,0.0005986440213119
2024-08-24 16:45:00,0.0005233658631055
2024-08-29 02:00:00,0.0004630419575098
2024-09-02 11:15:00,0.0003941386085321
2024-09-06 20:30:00,0.0003283742593445
2024-09-11 05:45:00,0.0002574569614712
2024-09-15 15:00:00,0.0002245130369454
2024-09-20 00:15:00,0.0001937459047337
2024-09-24 09:30:00,0.0001651574703307
2024-09-28 18:45:00,0.0001416185871309
2024-10-03 04:00:00,0.0001275320582819
2024-10-07 13:15:00,0.0001109882040931
2024-10-11 22:30:00,9.339536143074693e-05
2024-10-16 07:45:00,7.133352822407162e-05
2024-10-20 17:00:00,5.974641497847628e-05
2024-10-25 02:15:00,5.108457375783132e-05
2024-10-29 11:30:00,4.5164216326320846e-05
2024-11-02 20:45:00,4.155936726506463e-05
2024-11-07 06:00:00,3.380518486528568e-05
2024-11-11 15:15:00,2.7956097207658743e-05
2024-11-16 00:30:00,2.5513186592422768e-05
2024-11-20 09:45:00,2.2424305165073343e-05
2024-11-24 19:00:00,2.0647992014904928e-05
2024-11-29 04:15:00,1.818752472385343e-05
2024-12-03 13:30:00,1.551371825387606e-05
2024-12-07 22:45:00,1.3980689654838756e-05
2024-12-12 08:00:00,1.1861172186329169e-05
2024-12-16 17:15:00,1.126192767245203e-05
2024-12-21 02:30:00,1.054132291073194e-05
2024-12-25 11:45:00,9.213740468489196e-06
2024-12-29 21:00:00,8.08994659327474e-06
2025-01-03 06:15:00,7.266068371542594e-06
2025-01-07 15:30:00,6.190025032374658e-06
2025-01-12 00:45:00,5.458096403626879e-06
2025-01-16 10:00:00,4.847188366420556e-06
2025-01-20 19:15:00,4.449035013148599e-06
2025-01-25 04:30:00,4.20905284521108e-06
2025-01-29 13:45:00,3.6878502198540174e-06
2025-02-02 23:00:00,3.319495702186289e-06
2025-02-07 08:15:00,3.0374265430527263e-06
2025-02-11 17:30:00,2.322154439571041e-06
2025-02-16 02:45:00,1.9725145049742847e-06
2025-02-20 12:00:00,1.7530141130622906e-06
2025-02-24 21:15:00,1.5292430826144071e-06
2025-03-01 06:30:00,1.4755326405426395e-06
2025-03-05 15:45:00,1.3367375580424136e-06
2025-03-10 01:00:00,1.181227278349248e-06
2025-03-14 10:15:00,9.246593833514418e-07
2025-03-18 19:30:00,8.001233550136874e-07
2025-03-23 04:45:00,6.663961328895671e-07
2025-03-27 14:00:00,5.598355697781535e-07
2025-03-31 23:15:00,4.888021084105577e-07
2025-04-05 08:30:00,4.3513947913897045e-07
2025-04-09 17:45:00,3.760089444455357e-07
2025-04-14 03:00:00,3.068340429143125e-07
2025-04-18 12:15:00,2.619252126820413e-07
2025-04-22 21:30:00,1.886389301214276e-07
2025-04-27 06:45:00,1.3224948567149177e-07
2025-05-01 16:00:00,1.111096383656737e-07
2025-05-06 01:15:00,9.802677493926869e-08
2025-05-10 10:30:00,7.69181691040755e-08
2025-05-14 19:45:00,6.10760043599476e-08
2025-05-19 05:00:00,5.320095490294805e-08
2025-05-23 14:15:00,4.566273113083632e-08
2025-05-27 23:30:00,4.340889366860197e-08
2025-06-01 08:45:00,3.628414719209651e-08
2025-06-05 18:00:00,3.3756408857685345e-08
2025-06-10 03:15:00,2.5607047907379023e-08
2025-06-14 12:30:00,2.4173596564681928e-08
2025-06-18 21:45:00,2.1147451070190344e-08
2025-06-23 07:00:00,1.8505713677056372e-08
2025-06-27 16:15:00,1.3990743833788201e-08
2025-07-02 01:30:00,1.1048429337394596e-08
2025-07-06 10:45:00,8.531631726271514e-09
2025-07-10 20:00:00,6.808952784778902e-09
2025-07-15 05:15:00,5.626235384190882e-09
2025-07-19 14:30:00,4.811299392596037e-09
2025-07-23 23:45:00,3.974936398589106e-09
2025-07-28 09:00:00,3.2609220469114414e-09
2025-08-01 18:15:00,2.897296917375061e-09
2025-08-06 03:30:00,2.4093081804124844e-09
2025-08-10 12:45:00,1.7473461476303387e-09
2025-08-14 22:00:00,1.384693880428194e-09
2025-08-19 07:15:00,1.1577306860698038e-09
2025-08-23 16:30:00,9.823845309657261e-10
2025-08-28 01:45:00,7.431520575587499e-10
2025-09-01 11:00:00,5.836072659088688e-10
2025-09-05 20:15:00,5.148692439848697e-10
2025-09-10 05:30:00,4.105391231713449e-10
2025-09-14 14:45:00,3.231014772738885e-10
2025-09-19 00:00:00,2.8373543352173677e-10
2025-09-23 09:15:00,2.3104788084944463e-10
2025-09-27 18:30:00,2.0624495442325207e-10
2025-10-02 03:45:00,1.635251635526695e-10
2025-10-06 13:00:00,1.2910839076251258e-10
2025-10-10 22:15:00,1.0852554277495752e-10
2025-10-15 07:30:00,9.09087249039034e-11
2025-10-19 16:45:00,7.157945334915322e-11
2025-10-24 02:00:00,5.913079451313207e-11
2025-10-28 11:15:00,4.0785567809669137e-11
2025-11-01 20:30:00,3.006722406177545e-11
2025-11-06 05:45:00,2.2655067385714253e-11
2025-11-10 15:00:00,1.870866357502805e-11
2025-11-15 00:15:00,1.5761441829601968e-11
2025-11-19 09:30:00,1.3237429630043454e-11
2025-11-23 18:45:00,9.80559847521222e-12
2025-11-28 04:00:00,7.084071573448601e-12
2025-12-02 13:15:00,5.595499474356205e-12
2025-12-06 22:30:00,4.301977919719623e-12
2025-12-11 07:45:00,3.6205885631232947e-12
2025-12-15 17:00:00,2.6060309774293306e-12
2025-12-20 02:15:00,1.7897974594051006e-12
2025-12-24 11:30:00,1.1905233645229196e-12
