symbol,entry_time,exit_time,entry_price,size,notional,pnl,pnl_pct_of_notional,holding_hours,exit_reason,n_fills
STORJUSDT,2023-07-04 15:00:00,2023-07-04 19:00:00,0.4813,2725.29069767442,1331.3576489825587,-115.77496220930217,-0.08696007590280413,4.0,trail_stop,1
STORJUSDT,2023-07-05 07:00:00,2023-07-05 10:00:00,0.5713,958.6355742506839,555.8835311229569,-90.46225929920612,-0.1627359945642941,3.0,trail_stop,1
ONGUSDT,2023-07-11 17:00:00,2023-07-11 21:00:00,0.4173,2842.069138151528,1203.785383120892,-110.2169974945761,-0.09155867735229627,4.0,trail_stop,1
PROMUSDT,2023-09-03 16:00:00,2023-09-03 17:00:00,6.439,165.53445202519993,1081.864481639116,-105.55088790976878,-0.09756387209408175,1.0,stop,1
SPELLUSDT,2023-09-19 09:00:00,2023-09-21 10:00:00,0.0005642,2653498.3375948602,1519.5603185020852,-118.56320381631978,-0.07802467751539742,49.0,trail_stop,1
MINAUSDT,2023-10-24 04:00:00,2023-10-24 06:00:00,0.6173,1667.5222080034328,1044.8018808855268,-102.70922580943783,-0.09830497789914594,2.0,trail_stop,1
MINAUSDT,2023-10-24 07:00:00,2023-10-24 18:00:00,0.7809,837.9124038311447,664.140683094017,-89.94236820159433,-0.1354266806583537,11.0,trail_stop,1
ZENUSDT,2023-11-06 00:00:00,2023-11-21 17:00:00,10.04,209.13064290877412,2131.166729626153,-135.511005894914,-0.06358536101897819,377.0,trail_stop,1
SUPERUSDT,2023-11-23 06:00:00,2023-11-23 15:00:00,0.218,3849.7005052328095,851.8232307928637,-94.13328636208625,-0.11050800560401301,9.0,trail_stop,1
ONGUSDT,2023-10-28 11:00:00,2024-01-03 12:00:00,0.2959,6200.476808927987,1862.2419040782179,120.05883727474504,0.064470054621702,1609.0,trail_stop,1
STORJUSDT,2023-11-08 07:00:00,2024-01-03 12:00:00,0.5814,2432.214074815717,1435.3006020443258,28.224532158743077,0.01966454422059208,1349.0,trail_stop,1
DEXEUSDT,2023-11-09 03:00:00,2024-01-18 19:00:00,2.581,896.3531569252907,2348.1898104945376,660.6951848391892,0.2813636197067239,1696.0,trail_stop,1
PROMUSDT,2024-01-25 05:00:00,2024-01-25 06:00:00,7.637,122.60169506240244,950.3537823694409,-102.50387130528497,-0.10785864507185976,1.0,stop,1
PROMUSDT,2024-01-25 09:00:00,2024-01-26 05:00:00,7.996,77.26352351749307,627.0661210565627,-91.54804712887562,-0.1459942485405264,20.0,trail_stop,1
PROMUSDT,2024-02-14 06:00:00,2024-02-14 07:00:00,9.871,144.94963716582294,1452.2598364907956,-116.87362821116122,-0.08047707805069632,1.0,stop,1
ZENUSDT,2024-02-18 05:00:00,2024-02-18 06:00:00,13.13,42.98012828383884,572.794020632306,-88.26506164888569,-0.15409564078802723,1.0,stop,1
PROMUSDT,2024-02-14 07:00:00,2024-02-20 01:00:00,10.705,103.59386614850284,1125.6069221765188,-105.70195284269549,-0.0939066300678979,138.0,trail_stop,1
SPELLUSDT,2024-02-22 09:00:00,2024-02-23 10:00:00,0.0008592,1332352.1868911164,1161.9283539614999,-105.39703444254215,-0.09070872062223076,25.0,trail_stop,1
GALAUSDT,2024-02-27 17:00:00,2024-02-28 17:00:00,0.03908,35085.15997027188,1391.6949724127983,-111.85449099438452,-0.08037284980663618,24.0,trail_stop,1
AMPUSDT,2024-02-22 04:00:00,2024-03-05 19:00:00,0.004814,166241.58988423154,812.2913189082309,-94.37998971508547,-0.11618982933602927,303.0,trail_stop,1
SPELLUSDT,2024-02-29 17:00:00,2024-03-05 19:00:00,0.0012518,654956.1680429481,832.1722431235047,-93.37859594632778,-0.1122106591729583,122.0,trail_stop,1
DEXEUSDT,2024-03-06 09:00:00,2024-03-06 10:00:00,8.759,94.99417529489656,844.534791129119,-92.3765301445909,-0.10938155670423727,1.0,stop,1
SUPERUSDT,2023-11-23 20:00:00,2024-04-12 14:00:00,0.2295,2995.055008897216,697.6756014100397,2314.2331525802197,3.3170618951028685,3378.0,trail_stop,1
COTIUSDT,2024-02-09 02:00:00,2024-04-12 17:00:00,0.08418,16042.002487453503,1370.6720059347433,797.0526438449189,0.5815050138864993,1527.0,trail_stop,1
GALAUSDT,2024-03-09 11:00:00,2024-04-12 18:00:00,0.05215,30065.404160356335,1591.4294893670217,-115.23014073880417,-0.0724066894001292,823.0,trail_stop,1
ONGUSDT,2024-04-19 06:00:00,2024-04-20 12:00:00,0.6833,1354.3165970198872,939.2855987048442,-116.76942212635866,-0.12431727079321656,30.0,trail_stop,1
ONGUSDT,2024-04-21 11:00:00,2024-04-23 22:00:00,0.7006,2585.1854403644693,1838.348633312137,-144.24556306193895,-0.07846474844222173,59.0,trail_stop,1
DEXEUSDT,2024-03-07 20:00:00,2024-06-13 16:00:00,9.504,81.84149636763506,789.4889052001736,154.61834604013822,0.19584612908643093,2348.0,trail_stop,1
ZENUSDT,2024-07-20 06:00:00,2024-07-21 11:00:00,13.02,178.3607690950193,2357.091071821408,-160.66298955865804,-0.06816155365371947,29.0,trail_stop,1
SUPERUSDT,2024-09-23 19:00:00,2024-09-24 04:00:00,0.9991,1939.7186234032874,1967.0424697918577,-147.16278424064825,-0.07481423838104535,9.0,trail_stop,1
MINAUSDT,2024-09-29 17:00:00,2024-09-30 14:00:00,0.6008,4542.058547859946,2769.801807187569,-171.34953116681723,-0.061863462837726986,21.0,trail_stop,1
SUPERUSDT,2024-09-24 21:00:00,2024-10-01 17:00:00,1.027,2772.2289545502254,2889.785323367927,-167.70638204424392,-0.05803420091039461,164.0,trail_stop,1
SUPERUSDT,2024-10-07 16:00:00,2024-10-07 22:00:00,1.1429,1737.872594148767,2016.007806670415,-145.06188492813777,-0.07195502142807578,6.0,trail_stop,1
STORJUSDT,2024-10-15 16:00:00,2024-10-17 03:00:00,0.5935,2192.197107485782,1320.5850180422037,-122.03136823002205,-0.09240705184656436,35.0,trail_stop,1
