open_time,open,high,low,close,volume,close_time,quote_volume,n_trades
1781283600000,160.00000000,191.10000000,160.00000000,173.49000000,29556.69700000,1781287199999,5179730.36099000,31500
1781287200000,173.34000000,174.07000000,165.34000000,169.19000000,15004.14100000,1781290799999,2553694.61227000,6530
1781290800000,169.06000000,169.19000000,157.56000000,161.18000000,17460.06700000,1781294399999,2837613.36720000,10145
1781294400000,161.33000000,164.79000000,160.02000000,163.62000000,2802.62700000,1781297999999,457026.74781000,3024
1781298000000,163.62000000,169.35000000,162.85000000,166.54000000,5944.52400000,1781301599999,989784.00226000,8164
1781301600000,166.66000000,171.00000000,166.33000000,167.94000000,2568.56300000,1781305199999,433440.55295000,3210
1781305200000,167.94000000,171.27000000,167.33000000,168.03000000,1776.44500000,1781308799999,298918.74360000,3342
1781308800000,168.04000000,170.33000000,166.51000000,170.28000000,2228.22600000,1781312399999,374568.39303000,3973
1781312400000,170.28000000,176.08000000,169.87000000,175.99000000,6775.14700000,1781315999999,1173402.05699000,4698
1781316000000,175.97000000,181.47000000,166.33000000,166.33000000,12611.79800000,1781319599999,2184373.42854000,14150
1781319600000,166.33000000,169.65000000,163.64000000,169.43000000,5380.78700000,1781323199999,897115.01349000,10847
1781323200000,169.58000000,170.78000000,166.51000000,168.36000000,2418.94400000,1781326799999,406964.09580000,2887
1781326800000,168.36000000,170.00000000,168.31000000,169.89000000,1245.17800000,1781330399999,210633.12315000,2690
1781330400000,169.90000000,172.44000000,169.86000000,172.42000000,2001.64200000,1781333999999,343091.10314000,2465
1781334000000,172.43000000,173.44000000,167.11000000,168.33000000,3655.36900000,1781337599999,619805.12921000,5645
1781337600000,168.33000000,168.69000000,166.00000000,166.36000000,3014.83100000,1781341199999,503894.93423000,2213
1781341200000,166.36000000,169.60000000,166.36000000,168.28000000,2420.73300000,1781344799999,407361.94643000,2863
1781344800000,168.97000000,169.00000000,168.14000000,168.35000000,1168.92600000,1781348399999,196854.04954000,3018
1781348400000,168.32000000,169.00000000,167.10000000,168.99000000,1227.83900000,1781351999999,206574.50017000,1695
1781352000000,169.00000000,169.00000000,167.13000000,168.84000000,868.73800000,1781355599999,146255.59985000,2023
1781355600000,168.84000000,169.50000000,167.78000000,168.08000000,1783.38700000,1781359199999,301235.81413000,3289
1781359200000,168.01000000,169.40000000,167.17000000,169.26000000,1282.48700000,1781362799999,215717.60025000,1983
1781362800000,169.40000000,169.49000000,168.10000000,168.71000000,1163.37500000,1781366399999,196482.33292000,1750
1781366400000,168.64000000,169.00000000,167.10000000,168.96000000,1016.43800000,1781369999999,170711.69682000,1424
1781370000000,168.97000000,169.00000000,168.17000000,168.33000000,563.95000000,1781373599999,95058.83122000,777
1781373600000,168.37000000,169.00000000,168.12000000,168.57000000,247.38900000,1781377199999,41684.46729000,705
1781377200000,168.41000000,168.90000000,168.13000000,168.18000000,138.19300000,1781380799999,23289.76496000,421
1781380800000,168.18000000,168.57000000,167.15000000,167.15000000,306.47500000,1781384399999,51397.34042000,473
1781384400000,167.19000000,167.99000000,167.00000000,167.28000000,348.98400000,1781387999999,58346.42072000,453
1781388000000,167.27000000,168.77000000,166.60000000,168.75000000,821.32700000,1781391599999,137326.52849000,868
1781391600000,168.75000000,168.84000000,167.00000000,167.11000000,238.72300000,1781395199999,40109.94031000,803
1781395200000,167.12000000,167.99000000,167.03000000,167.63000000,244.80300000,1781398799999,41016.28062000,573
1781398800000,167.60000000,167.98000000,167.49000000,167.89000000,300.37800000,1781402399999,50352.82574000,715
1781402400000,167.89000000,168.00000000,167.57000000,167.98000000,496.89400000,1781405999999,83402.47637000,649
