funding_time,funding_rate
1719446400000,-0.00000081
1719475200001,0.00008224
1719504000000,0.00010000
1719532800000,0.00010000
1719561600000,0.00010000
1719590400000,0.00010000
1719619200001,0.00010000
1719648000000,0.00010000
1719676800000,0.00004643
1719705600000,-0.00011173
1719734400000,-0.00006509
1719763200000,-0.00010041
1719792000000,-0.00006697
1719820800000,0.00002201
1719849600001,0.00005347
1719878400000,0.00010000
1719907200000,0.00010000
1719936000000,0.00010000
1719964800000,0.00010000
1719993600001,0.00010000
1720022400000,0.00010000
1720051200000,0.00010000
1720080000000,-0.00006864
1720108800000,0.00003312
1720137600000,0.00001065
1720166400000,-0.00037133
1720195200000,-0.00050172
1720224000000,-0.00016502
1720252800000,-0.00006929
1720281600000,-0.00022172
1720310400001,-0.00026835
1720339200000,0.00002780
1720368000000,-0.00006575
1720396800000,-0.00005461
1720425600000,0.00002773
1720454400000,0.00000968
1720483200000,-0.00010841
1720512000001,-0.00032760
1720540800000,-0.00025915
1720569600000,-0.00010700
1720598400000,-0.00014534
1720627200000,0.00010000
1720656000002,0.00010000
1720684800002,0.00008552
1720713600004,0.00010000
1720742400000,0.00010000
1720771200000,0.00010000
1720800000000,0.00008557
1720828800000,0.00010000
1720857600000,0.00010000
1720886400000,0.00010000
1720915200000,0.00005968
1720944000000,0.00010000
1720972800000,0.00006644
1721001600000,-0.00005962
1721030400000,0.00002021
1721059200000,-0.00006150
1721088000000,0.00009577
1721116800000,0.00010000
1721145600000,0.00010000
1721174400000,0.00010000
1721203200001,0.00010000
1721232000000,0.00010000
1721260800000,0.00010000
1721289600000,0.00010000
1721318400000,0.00010000
1721347200000,0.00006368
1721376000000,0.00010000
1721404800000,0.00010000
1721433600001,0.00010000
1721462400000,0.00010000
1721491200000,0.00010000
1721520000000,0.00010000
1721548800000,0.00010000
1721577600000,0.00010000
1721606400000,0.00010000
1721635200000,0.00010000
1721664000000,0.00010000
1721692800000,0.00010000
1721721600000,0.00006842
