open_time,open,high,low,close,volume,close_time,quote_volume,n_trades
1783947600000,153.00000000,159.72000000,152.09000000,157.06000000,3201.85300000,1783951199999,497453.43538000,1888
1783951200000,156.83000000,162.50000000,155.00000000,157.21000000,5446.35900000,1783954799999,865178.44053000,1538
1783954800000,157.50000000,159.28000000,151.37000000,153.21000000,2489.81600000,1783958399999,384271.39014000,888
1783958400000,153.58000000,156.23000000,152.50000000,155.70000000,1147.42000000,1783961999999,177012.69801000,568
1783962000000,155.70000000,157.87000000,155.58000000,157.57000000,602.91900000,1783965599999,94589.27552000,436
1783965600000,157.61000000,158.78000000,153.45000000,153.91000000,313.21700000,1783969199999,48893.09293000,322
1783969200000,154.19000000,155.14000000,152.00000000,153.58000000,528.74300000,1783972799999,81563.76243000,333
1783972800000,153.06000000,153.37000000,151.87000000,152.72000000,757.46300000,1783976399999,115484.45361000,211
1783976400000,152.70000000,152.81000000,152.33000000,152.50000000,213.69600000,1783979999999,32617.62170000,59
1783980000000,152.51000000,153.26000000,152.38000000,153.13000000,27.81000000,1783983599999,4253.62489000,40
1783983600000,152.70000000,153.20000000,149.90000000,153.00000000,1456.75000000,1783987199999,219458.06228000,329
1783987200000,153.21000000,158.86000000,150.52000000,158.86000000,1441.50700000,1783990799999,222697.24711000,876
1783990800000,158.68000000,160.58000000,155.51000000,155.51000000,2116.64200000,1783994399999,336618.92713000,830
1783994400000,155.79000000,155.83000000,151.30000000,153.21000000,3898.16200000,1783997999999,595973.78308000,1193
1783998000000,153.19000000,156.00000000,150.17000000,154.29000000,4195.18200000,1784001599999,641506.11571000,1067
1784001600000,155.15000000,160.18000000,152.55000000,160.18000000,2892.35800000,1784005199999,452409.84737000,625
1784005200000,159.78000000,166.26000000,158.68000000,162.20000000,6315.16400000,1784008799999,1028928.73887000,1392
1784008800000,162.07000000,164.21000000,162.05000000,163.58000000,948.31800000,1784012399999,154449.49965000,398
1784012400000,163.42000000,165.89000000,162.66000000,162.66000000,1390.69300000,1784015999999,228443.78539000,474
1784016000000,162.86000000,163.73000000,161.33000000,163.15000000,736.32000000,1784019599999,119751.15932000,271
1784019600000,162.60000000,163.15000000,162.34000000,162.85000000,563.81400000,1784023199999,91774.90777000,212
1784023200000,162.85000000,163.50000000,162.67000000,163.33000000,419.09100000,1784026799999,68357.72475000,207
1784026800000,163.34000000,163.43000000,161.37000000,163.08000000,1048.58700000,1784030399999,170602.56554000,529
